,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1170,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Kleine Kneipe,-33.45293043978369,-70.61246581875754,Beer Store
1171,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Promusic.cl,-33.45611337809415,-70.62069064123185,Music Store
1172,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Lider Express,-33.455995114969305,-70.61492432572452,Supermarket
1173,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Sala de Ensayo Lagarto,-33.453000884952104,-70.6213681969539,Music Venue
1174,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Mingus Coffee,-33.4535892494023,-70.6216582003981,Coffee Shop
1175,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Casa Oriental,-33.45570812159794,-70.62082495857707,Chinese Restaurant
1176,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Estudio Rockaxis,-33.45636756907969,-70.62109354824169,Rock Club
1177,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,BlueSense Restobar,-33.45333892195634,-70.6201506266278,Asian Restaurant
1178,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Casa Memoria,-33.45644940815033,-70.6172546601872,Museum
1179,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Teatro Municipal de Ñuñoa,-33.45309413245488,-70.61459632903104,Theater
1180,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,House Rock & Blues,-33.45424266517563,-70.62072214035074,Pub
1181,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Gold pizza,-33.454505,-70.617894,Pizza Place
1182,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Panaderia Dona Rosa,-33.45695685663576,-70.61938911941215,Bakery
1183,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Salcobrand,-33.45309406452793,-70.61277097947782,Pharmacy
1184,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Pasteleria California,-33.45324713892735,-70.61406643899207,Snack Place
1185,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Alvaro Monti,-33.45621406455646,-70.61337991895242,Empanada Restaurant
1186,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Rikuzen Sushi,-33.452354431152344,-70.62097930908203,Japanese Restaurant
1187,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Rosen,-33.452884163863985,-70.61323596766721,Furniture / Home Store
1188,Barrio Antigua Florida,-33.536285400390625,-70.58303833007812,Pastelería Tía Lucy,-33.53966999852665,-70.58496577079957,Bakery
1189,Barrio Antigua Florida,-33.536285400390625,-70.58303833007812,Strato's,-33.535758667886775,-70.58479892565792,Bar
1190,Barrio Antigua Florida,-33.536285400390625,-70.58303833007812,VidActiva,-33.5394826634738,-70.58591753303673,Gym
1191,Barrio Antigua Florida,-33.536285400390625,-70.58303833007812,Alicura Sushi,-33.53579826310897,-70.58792749856246,Japanese Restaurant
1192,Barrio Antigua Florida,-33.536285400390625,-70.58303833007812,El Datito,-33.53676329,-70.58450939,Accessories Store
1193,Barrio Antigua Florida,-33.536285400390625,-70.58303833007812,Pasteleria Patty Cariño,-33.53325210174375,-70.58635265834181,Dessert Shop
1194,Barrio Antigua Florida,-33.536285400390625,-70.58303833007812,Farmacias Cruz Verde,-33.53935524215781,-70.58328601725668,Pharmacy
1195,Barrio Antigua Florida,-33.536285400390625,-70.58303833007812,Amasandería Donde Margarita,-33.536340957304155,-70.58466962286785,Bakery
1196,Barrio Antigua Florida,-33.536285400390625,-70.58303833007812,La Cocina De La Abuela 2.0,-33.53297886501842,-70.58602554639204,Seafood Restaurant
1197,Barrio Antigua Florida,-33.536285400390625,-70.58303833007812,Feria Libre Enrique Olivares,-33.539727459328496,-70.58427582197261,Farmers Market
1198,Barrio Antigua Florida,-33.536285400390625,-70.58303833007812,Mind Body Health,-33.53591160187705,-70.58822250884326,Martial Arts School
1199,Barrio Lo Curro,-33.36754608154297,-70.55712890625,Club Militar Lo Curro,-33.36891014743706,-70.55921632407188,Event Space
1200,Barrio Lo Curro,-33.36754608154297,-70.55712890625,Pollos Asados Donde La Mami,-33.36539363890748,-70.55701073713867,Fast Food Restaurant
1201,Barrio Lo Curro,-33.36754608154297,-70.55712890625,Balthus Spa,-33.36637957354659,-70.56021778731791,Water Park
1202,Barrio República,-33.45240020751953,-70.66692352294922,Museo de la Solidaridad Salvador Allende,-33.45410036983899,-70.66713773578824,Art Museum
1203,Barrio República,-33.45240020751953,-70.66692352294922,Mr. Burro,-33.450732469215986,-70.66644507714251,Burrito Place
1204,Barrio República,-33.45240020751953,-70.66692352294922,La Pizarrita,-33.45046680447413,-70.66463218453644,Pizza Place
1205,Barrio República,-33.45240020751953,-70.66692352294922,Café Republicano,-33.45118879362105,-70.6653306214592,Breakfast Spot
1206,Barrio República,-33.45240020751953,-70.66692352294922,Ludus Magnus Arena,-33.45233118487323,-70.66544047909942,Gym / Fitness Center
1207,Barrio República,-33.45240020751953,-70.66692352294922,Ana María,-33.45364400747618,-70.66477510293785,South American Restaurant
1208,Barrio República,-33.45240020751953,-70.66692352294922,Academia Tsering,-33.45031826842796,-70.66439923496196,Martial Arts School
1209,Barrio República,-33.45240020751953,-70.66692352294922,Sushi Delivery Santiago,-33.45163685274949,-70.66549907700688,Asian Restaurant
1210,Barrio República,-33.45240020751953,-70.66692352294922,Al-Kawzar,-33.451617221746694,-70.66426632904174,Middle Eastern Restaurant
1211,Barrio República,-33.45240020751953,-70.66692352294922,Muteki Sushi,-33.454089840050266,-70.66276334013975,Sushi Restaurant
1212,Barrio República,-33.45240020751953,-70.66692352294922,Aomori Nikkei & Sushi,-33.45348525959636,-70.66177113172755,Peruvian Restaurant
1213,Barrio República,-33.45240020751953,-70.66692352294922,Chicken Tea,-33.45027140580268,-70.66431447542813,Chinese Restaurant
1214,Barrio República,-33.45240020751953,-70.66692352294922,Riskitin,-33.448951623001435,-70.66647123874593,Pub
1215,Barrio República,-33.45240020751953,-70.66692352294922,Don Ernesto,-33.45185585286687,-70.66583317000666,Diner
1216,Barrio República,-33.45240020751953,-70.66692352294922,Latorre Pizza Santiago Centro,-33.45237641207021,-70.66447002024643,Pizza Place
1217,Barrio República,-33.45240020751953,-70.66692352294922,La fabrica de los completos,-33.45263465647343,-70.66393848113064,Hot Dog Joint
1218,Barrio República,-33.45240020751953,-70.66692352294922,Polenta Pizzería,-33.44888567969972,-70.66643947021494,Pizza Place
1219,Barrio República,-33.45240020751953,-70.66692352294922,S&S Bar,-33.44944476714826,-70.66613990756444,Pub
1220,Barrio República,-33.45240020751953,-70.66692352294922,Xin Qing Fung,-33.45054076580151,-70.66556609836944,Chinese Restaurant
1221,Barrio República,-33.45240020751953,-70.66692352294922,Bowling Japimax,-33.4516626308434,-70.66419828006211,Bowling Alley
1222,Barrio República,-33.45240020751953,-70.66692352294922,Esperanto,-33.453640219182,-70.6631124817931,Gastropub
1223,Barrio República,-33.45240020751953,-70.66692352294922,Moscada,-33.451263751106694,-70.66173235553842,Food
1224,Barrio República,-33.45240020751953,-70.66692352294922,La Chacra (fajitas),-33.4506063102762,-70.66575246238382,Taco Place
1225,Barrio República,-33.45240020751953,-70.66692352294922,Terra Sano,-33.45263907135894,-70.66321607843769,Vegetarian / Vegan Restaurant
1226,Barrio República,-33.45240020751953,-70.66692352294922,Casona Andwanter,-33.45618766861736,-70.66847803618694,Lounge
1227,Barrio República,-33.45240020751953,-70.66692352294922,Lighthouse,-33.45232757671628,-70.66225390534204,Burger Joint
1228,Barrio República,-33.45240020751953,-70.66692352294922,Completos Gigantes,-33.451012697128604,-70.66324511859057,Hot Dog Joint
1229,Barrio República,-33.45240020751953,-70.66692352294922,Restaurant Sheng Xing,-33.45054244146981,-70.67003806693491,Chinese Restaurant
1230,Barrio República,-33.45240020751953,-70.66692352294922,Baccara,-33.44870109200413,-70.66819559035966,Restaurant
1231,Barrio República,-33.45240020751953,-70.66692352294922,LED STUDIO soluciones de iluminación y pantallas LED,-33.45289789154116,-70.67077863848189,Electronics Store
1232,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Vanni chile,-33.45174026489258,-70.67526245117188,Business Service
1233,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Starbucks,-33.45124064767135,-70.67916405832385,Coffee Shop
1234,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Planetario Universidad de Santiago de Chile,-33.45037516152745,-70.68105458661965,Planetarium
1235,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Food Trucks Abate Molina,-33.450923838969885,-70.67268383930792,Food Truck
1236,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Ancianito Express,-33.452398976733235,-70.67829384837985,Sandwich Place
1237,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Juan Maestro Mall Paseo Estación,-33.45225343346724,-70.67985441297661,Sandwich Place
1238,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Amista Comida Rapida Taiwanesa,-33.45262786327978,-70.67714375756732,Fried Chicken Joint
1239,Barrio Meiggs,-33.451393127441406,-70.67717742919922,El Chiquito - Bar Restaurant,-33.45071651823647,-70.67765057086945,Restaurant
1240,Barrio Meiggs,-33.451393127441406,-70.67717742919922,BLONDIE,-33.44947866042137,-70.67393352950485,Nightclub
1241,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Anfiteatro Comercial,-33.44937907923731,-70.67556320076389,Shopping Mall
1242,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Amista,-33.4498001200834,-70.67422890515623,Asian Restaurant
1243,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Salcobrand,-33.45141715826751,-70.6788217540887,Pharmacy
1244,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Plaza Bascuñan,-33.45122228841713,-70.67544854228517,Shopping Mall
1245,Barrio Meiggs,-33.451393127441406,-70.67717742919922,El Hoyo Restaurant,-33.45534064684374,-70.67750540616211,South American Restaurant
1246,Barrio Meiggs,-33.451393127441406,-70.67717742919922,M & H café,-33.45389375220077,-70.67505167462335,Breakfast Spot
1247,Barrio Meiggs,-33.451393127441406,-70.67717742919922,SmartShop,-33.455624,-70.675549,Electronics Store
1248,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Nike Factory Store,-33.451361040816884,-70.67828997248978,Sporting Goods Shop
1249,Barrio Meiggs,-33.451393127441406,-70.67717742919922,El Campesino,-33.45528789618096,-70.6769778372238,Diner
1250,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Happyland,-33.453331154413725,-70.6816233752276,Playground
1251,Barrio Meiggs,-33.451393127441406,-70.67717742919922,El Huaso Carlos,-33.44790049856559,-70.67467543405516,Bar
1252,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Centro Comercial Zhejiang,-33.45323121552083,-70.67677247928631,Shopping Mall
1253,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Wantai,-33.452304,-70.672829,Asian Restaurant
1254,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Centro Comercial Persa Estación,-33.451996603965625,-70.68075656890869,Shopping Mall
1255,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Pollo Chang & Babolti,-33.449900306669264,-70.67424697606491,Fried Chicken Joint
1256,Barrio Meiggs,-33.451393127441406,-70.67717742919922,San Camilo,-33.45054501202212,-70.67790844938257,Bakery
1257,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Distribuidora Fruna,-33.45195406813562,-70.67616110172581,Candy Store
1258,Barrio Meiggs,-33.451393127441406,-70.67717742919922,movil express,-33.45341360612663,-70.67295005948678,Business Service
1259,Barrio Meiggs,-33.451393127441406,-70.67717742919922,"Centro Natural ""Donde Los Koalas""",-33.45160086817143,-70.67882752796551,Salad Place
1260,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Orient Market,-33.45429407541239,-70.67659877091955,Supermarket
1261,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Paseo San Alfonso,-33.453533024006006,-70.67540803100782,Gift Shop
1262,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Cine Hoyts,-33.45242186242227,-70.67847340581056,Multiplex
1263,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Mall Parma Plaza China,-33.4539346003326,-70.67596146812245,Flea Market
1264,Barrio Meiggs,-33.451393127441406,-70.67717742919922,El Vagon,-33.44946343028684,-70.6738034854485,Café
1265,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Farmacias Cruz Verde,-33.4507798607612,-70.67746423368133,Pharmacy
1266,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Rong Qiang,-33.45246750629221,-70.67376422422129,Chinese Restaurant
1267,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Sanguchazo,-33.45013458737349,-70.67905154560226,Burger Joint
1268,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Lu Pola,-33.45296532232336,-70.67507694670188,Restaurant
1269,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Cafe Estacion,-33.45034483104356,-70.6789997080197,Café
1270,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Farmacias Cruz Verde,-33.45306592056863,-70.68005480414261,Pharmacy
1271,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Karting Indoor,-33.454177295120125,-70.68006816353292,Racetrack
1272,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Terrazas Mall Plaza Alameda,-33.452336418522734,-70.68213534470591,Food & Drink Shop
1273,Barrio Meiggs,-33.451393127441406,-70.67717742919922,McDonald's,-33.452493294476156,-70.6821560651812,Fast Food Restaurant
1274,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Importadora VM Express Ltda.,-33.454869670466984,-70.67442644357327,Toy / Game Store
1275,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Kentucky Fried Chicken,-33.45242757114738,-70.68232167378696,Fried Chicken Joint
1276,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Dunkin',-33.45223324862448,-70.68209961204053,Donut Shop
1277,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Dicrep,-33.44806670265967,-70.67920096296118,Jewelry Store
1278,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Dominó Plaza Alameda,-33.452702424041455,-70.68199261084563,Sandwich Place
1279,Barrio Meiggs,-33.451393127441406,-70.67717742919922,Burger King,-33.45261851977081,-70.68225619715763,Fast Food Restaurant
1280,Barrio del Pilar,-33.35386657714844,-70.68128967285156,MDG Panadería y Pastelería Argentina,-33.3529,-70.678107,Bakery
1281,Barrio del Pilar,-33.35386657714844,-70.68128967285156,Mau Sushi,-33.35453031108655,-70.67848187647603,Sushi Restaurant
1282,Barrio del Pilar,-33.35386657714844,-70.68128967285156,Amada Pastelería,-33.35654864751082,-70.67702278978345,Bakery
1283,Barrio del Pilar,-33.35386657714844,-70.68128967285156,El Rancho de Huechuraba,-33.356655171488754,-70.6778467212489,Steakhouse
1284,Barrio del Pilar,-33.35386657714844,-70.68128967285156,Farmacias Cruz Verde,-33.354196141265696,-70.67816119066158,Pharmacy
1285,Barrio del Pilar,-33.35386657714844,-70.68128967285156,Plaza Condominio Hacienda Huechuraba,-33.35348531071662,-70.68136170095852,Park
1286,Barrio del Pilar,-33.35386657714844,-70.68128967285156,Paradero PB1673,-33.352519644962804,-70.67834712025636,Bus Station
1287,Barrio Tres Montes,-33.36023712158203,-70.74626922607422,Ven Li - Comida China Para Llevar,-33.36204274511626,-70.74495384872606,Chinese Restaurant
1288,Barrio Santa Maria de Maipu,-33.495811462402344,-70.77933502197266,Gimnasio Apolo Sport,-33.49487477509784,-70.78147084215298,Gym
1289,Barrio Santa Maria de Maipu,-33.495811462402344,-70.77933502197266,en el auto,-33.4951941426452,-70.77532099775091,Moving Target
1290,Barrio San Damián,-33.38300323486328,-70.52520751953125,Homecenter Sodimac,-33.38055128265191,-70.5282763900992,Hardware Store
1291,Barrio San Damián,-33.38300323486328,-70.52520751953125,Cafeteria @Homecenter CC34,-33.380868,-70.528276,Coffee Shop
1292,Barrio Las Dalias de Nos,-33.625999450683594,-70.6874008178711,Laguna Cóndores Nos,-33.62721767322599,-70.68394644191778,Other Great Outdoors
1293,Barrio Chacarillas,-33.4964714050293,-70.58889770507812,Donde El Pepe,-33.500173722121374,-70.58904546169471,Hot Dog Joint
1294,Barrio Chacarillas,-33.4964714050293,-70.58889770507812,MundoSport,-33.49670887467618,-70.5927903417081,Soccer Field
1295,Barrio Chacarillas,-33.4964714050293,-70.58889770507812,Complejo Deportivo El Líbano,-33.496810117234,-70.59255440014488,Soccer Field
1296,Barrio Chacarillas,-33.4964714050293,-70.58889770507812,Limatco,-33.49603953647738,-70.58391091792627,Furniture / Home Store
1297,Barrio Chacarillas,-33.4964714050293,-70.58889770507812,Prt Chilena De Revisiones Técnicas,-33.49779,-70.58452,Other Repair Shop
1298,Barrio Exposición,-33.459388732910156,-70.67713928222656,Vega Poniente,-33.4617560120753,-70.67743687765386,Market
1299,Barrio Exposición,-33.459388732910156,-70.67713928222656,Panadería San Alfonso,-33.458508547991805,-70.67482718118708,Bakery
1300,Barrio Exposición,-33.459388732910156,-70.67713928222656,Jia You Yuan / Shengyoung Wu,-33.456862361855435,-70.6753964140185,Chinese Restaurant
1301,Barrio Exposición,-33.459388732910156,-70.67713928222656,SmartShop,-33.455624,-70.675549,Electronics Store
1302,Barrio Exposición,-33.459388732910156,-70.67713928222656,El Hoyo Restaurant,-33.45534064684374,-70.67750540616211,South American Restaurant
1303,Barrio Exposición,-33.459388732910156,-70.67713928222656,El Campesino,-33.45528789618096,-70.6769778372238,Diner
1304,Barrio Exposición,-33.459388732910156,-70.67713928222656,Mavesa,-33.45954404892715,-70.67407395197058,Clothing Store
1305,Barrio Exposición,-33.459388732910156,-70.67713928222656,Plásticos Arirang,-33.45796287940448,-70.67364987944602,Furniture / Home Store
1306,Barrio Exposición,-33.459388732910156,-70.67713928222656,Broncerias Chile,-33.46103841934067,-70.67296819891375,Gift Shop
